participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s17x50002	0.724	2026-03-11T12:23:40	2026-03-11T16:56:20
sub-v2s17x50005	0.724	2026-03-11T12:27:46	2026-03-11T16:26:55
sub-v2s17x50006	0.724	2026-03-11T12:33:45	2026-03-11T17:05:04
sub-v2s17x50007	0.724	2026-03-11T12:34:15	2026-03-11T17:39:17
sub-v2s17x50013	0.724	2026-03-11T12:36:18	2026-03-11T17:07:30
sub-v2s17x50026	0.724	2026-03-11T12:40:53	2026-03-11T17:19:25
sub-v2s17x50027	0.724	2026-03-11T12:51:27	2026-03-11T17:33:03
sub-v2s17x50028	0.724	2026-03-11T12:54:57	2026-03-11T18:05:36
sub-v2s17x50029	0.724	2026-03-11T12:58:31	2026-03-11T17:48:01
sub-v2s17x50031	0.724	2026-03-11T13:04:57	2026-03-11T17:02:30
sub-v2s17x50035	0.724	2026-03-11T13:04:55	2026-03-11T17:38:48
sub-v2s17x50038	0.724	2026-03-11T13:08:30	2026-03-11T17:31:56
sub-v2s17x50047	0.724	2026-03-11T13:08:35	2026-03-11T17:40:29
sub-v2s17x50048	0.724	2026-03-11T13:08:56	2026-03-11T16:12:29
sub-v2s17x50049	0.724	2026-03-11T13:09:27	2026-03-11T16:37:55
sub-v2s17x50050	0.724	2026-03-11T13:09:57	2026-03-11T17:21:33
sub-v2s17x50051	0.724	2026-03-11T13:11:57	2026-03-11T18:15:13
