global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
656.0657807499347	n/a	n/a	430422.30867102137	744.9608340039349	n/a	554966.6441998383	n/a	682.806539502402	n/a	466224.7703872452	n/a	691.0846437403638	532.805435137051	n/a	n/a	n/a	n/a	-0.0475978233	-0.0429983246	0.0537822938	0.0291896063	0.0749898143	0.2149115646	-0.0331124883	-0.0170867275	0.0016281466	-0.0092404012	0.0401968355	-0.0416988031	0.0752318556	-0.0190606504	0.0173770931	-0.0309913957	0.0475394931	-0.0304169192	0.0706925311	-0.0500776938	0.0374945164	-0.0189734639	-0.0447240158	0.0145036261	-0.0544571985	0.0488035293	-0.0656428945	0.08563346	-0.091486925	0.0223970608	-0.3054276822	0.0041137504	-0.0240798637	0.0283796311	-0.0715484916	-0.0059350175	0.0102442309	0.0213808395	0.0197320839	-0.1102081987	0.014064387	-0.0291104905	0.0047010384	-0.0045621067	0.0528607102	-0.0580354573	0.0102048012	-0.0289515692	0.0240747019	0.0185579748	-0.0789957282	-0.0018366195	0.1732051184	-0.1159428461	0.0105091981	-0.1459094817	0.1031274542	-0.1988085936	0.0543074076	0.0999969158	0.0999876632	0.099972243	-0.0796852158833445	n/a	0.0063497336303752	n/a	-0.0336917077428751	n/a	n/a	0.0011351311706313	0.1495637313661575	n/a	n/a	0.0223693097401681	0.0042007008888198	n/a	1.7645887957331458e-05	n/a	0.000608296052863	n/a	n/a	3.700240879287058e-07	-0.0022412939253071	n/a	5.023398459618509e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
655.4974686005328	-0.5683121494018906	0.3229786991577967	429676.9313417065	734.6932827482287	-10.267551255706168	539774.2197153688	105.42260878855328	683.5657111724137	0.7591716700117104	467262.0814906477	0.5763416245483692	690.2907950747962	524.1509209784066	0.907689	21.946699	0.0345048105867137	0.0204970527584451	-0.0616301999	0.0010866729	-0.0012092653	0.0733627028	0.1595769201	0.1411612345	-0.0242930813	0.0116762143	-0.0204331832	-0.0183701466	-0.0387786576	-0.031106559	0.0413129343	0.076383761	0.0877863697	-0.0943582544	0.0220226186	-0.0812347891	-0.0775946428	-0.0521216367	0.1134275999	-0.0211394189	-0.0080431843	0.0093362373	0.0390406956	-0.0630449112	-0.0430126368	0.0025751325	0.0065777292	0.0293720549	-0.2730218191	0.1890612158	0.0404434174	-0.0248567326	0.0700592885	-0.0097896726	0.0181746989	0.0458917718	0.0126422347	-0.095382805	0.0266055959	-0.0501999462	-0.0275793796	0.0435938322	-0.0229611839	0.0324215813	0.1099967828	0.0038356214	0.0744508921	-0.0053512703	-0.1058663331	-0.1128786376	0.1045728181	0.013176286	-0.0458456997	-0.1224955267	-0.0123817413	-0.2311817185	0.146507559	0.099972243	0.0998889875	0.0997502796	-0.0737638372901443	0.0059213785932002	0.0054411036917668	3.506272444400961e-05	-0.0520440342473165	-0.0183523265044413	0.0003368078881256	0.0027085815007358	0.1494947519968903	-6.897936926719694e-05	4.758153384500314e-09	0.0223486808746117	0.0041547669764789	-4.5933912340899614e-05	1.726208862883962e-05	2.1099243029414503e-09	0.0006335732960991	2.527724323609997e-05	6.389390256169616e-10	4.0141512152987786e-07	-0.0023733252921262	-0.000132031366819	5.632672942245912e-06	1.743228182411967e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.3489170596599	1.8514484591271407	3.427861396804265	432107.5987595077	735.790755918362	1.0974731701332985	541388.0364949147	1.2044473591624318	684.0695080703564	0.5037968979427205	467951.0918716194	0.2538113143767079	690.1545328030162	528.2087646766407	0.811718	19.626261	0.2304854103771682	0.1222309826115775	-0.0461678806	-0.0103640227	0.0023457152	0.0337300115	0.0934560292	0.1149547711	-0.0191884566	-0.0319509985	-0.027383775	0.0053804598	-0.0880762809	-0.0352317692	0.0076940443	0.02543185	0.089049241	0.0155897317	-0.0006279781	-0.1459721812	-0.0044432974	0.039274862	0.031013224	-0.0204288051	-0.0431745341	0.002418901	0.0485764221	-0.1210611593	-0.0612618434	-0.0524520686	0.0612853439	-0.0265520917	-0.09481397	0.1764757185	-0.003466767	0.0021887684	0.025554504	-0.0064113927	0.0114926296	0.0219515113	0.0136470076	-0.0711783431	0.0621588064	-0.0840172463	-0.0420180456	0.0688080356	-0.0052133944	-0.0070070368	0.0778751374	0.0409457546	-0.037222183	-0.0285438844	-0.0332895464	-0.1026961677	0.0213538262	0.0601963007	0.0074707136	-0.162420819	0.0385487277	-0.2366623794	0.0676892562	0.0999229036	0.0996917334	0.0993068457	-0.1076166462604248	-0.0338528089702805	0.0115813425523414	0.0011460126751783	-0.0061200761136746	0.0459239581336419	0.0021090099306604	3.745533163717039e-05	0.1485544155574345	-0.0009403364394557	8.842326193683947e-07	0.0220684143816109	0.0023389702678176	-0.0018157967086613	5.470781913734734e-06	3.2971176871852114e-06	0.0017208375657087	0.0010872642696096	1.1821435919696968e-06	2.9612819275542443e-06	-0.0022810201337213	9.230515840489988e-05	5.203052850441938e-06	8.520242268153656e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658.5135173025975	1.1646002429375812	1.3562937258502732	433640.0524702384	735.3639185348613	-0.4268373835006969	540760.0926829462	0.1821901519537209	684.0938505614985	0.0243424911420788	467984.3963760578	0.0005925568750021	689.8436544718869	525.9792583337644	0.929583	22.476068	0.1917011282753847	0.0918251277088996	-0.0627002125	0.0140209501	-0.0181279127	0.067193	0.1157019204	0.0235323271	-0.0173147882	-0.012749204	-0.0316683148	-0.0013119525	-0.0868592511	0.0404259101	0.0318202238	-0.0341007065	0.1562678099	0.0508440605	-0.1084070601	-0.1118496668	-0.1692565899	0.0151554444	0.1017906916	-0.0196981788	0.0008142462	0.0017007356	0.0996151912	-0.1022770574	0.0421508398	-0.0223823297	0.1552613252	-0.1070527111	0.0433881664	0.2459579217	0.0239198172	-0.0531064009	0.0490872423	-0.0071078034	0.0150754177	0.041582261	0.0243072992	-0.130503806	0.0012413122	-0.0129467376	0.0213338009	-0.0257538333	-0.0291702563	0.0175257367	0.0488622086	0.0094025689	-0.0181111212	0.0517989372	0.0550577926	0.0075152431	0.0332290529	0.0940190154	-0.0743857909	-0.0036299	0.0870147947	-0.169551501	0.0639695667	0.0998489097	0.0993960955	0.0986429257	-0.0914363640306419	0.0161802822297829	0.008360608667144	0.0002618015330354	-0.0732671710220387	-0.0671470949083641	0.0045087323546328	0.0053680783495726	0.1672628116015673	0.0187083960441327	0.0003500040825441	0.0279768481448614	0.0034697942131255	0.0011308239453079	1.2039471881439208e-05	1.2787627952817246e-06	0.0011972884533095	-0.0005235491123991	2.7410367309399e-07	1.433499640428255e-06	-0.0021420860895663	0.0001389340441549	4.588532815113444e-06	1.930266862526344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.2668693398074	2.753352037209879	7.580947440807792	437273.8724864699	736.2271450989998	0.863226564138472	542030.4091806237	0.7451601010343115	685.1897567421715	1.0959061806730688	469485.0027443962	1.2010103568374328	690.8104177585072	533.4237056708918	0.85006	20.553326	0.177018142030017	0.0813285344391771	-0.0415479095	-0.0326987363	-0.008175002	0.0187205778	0.1269824016	0.0562053832	-0.0032316107	-0.0295618237	-0.0506488738	0.0056390765	-0.0582251932	0.0924426635	0.0974165586	0.063160596	0.2091018487	-0.0028496371	-0.0263542857	0.0226522277	-0.0103878498	0.044441373	-0.0518407464	-0.0081366982	-0.0239192772	0.0220978404	0.1294763651	-0.1155096375	0.0831060586	0.0457087927	0.1843579283	-0.011620036	-0.035046991	0.0458744441	-0.038281665	-0.0712173732	-0.079622907	-0.0044528498	0.0231380249	0.0169655819	0.0273906679	-0.1129453262	0.0058829958	-0.0253588722	0.0018515707	-0.0092234079	-0.0126087815	0.0238743092	0.0326412335	0.0553749732	-0.0425052322	-0.0126974717	0.0293407875	-0.0598121334	-0.0239661431	0.0160710699	-0.0350834045	0.0157189367	0.1517946733	-0.0302395548	0.0875672248	0.0997502796	0.0990023658	0.0977599938	-0.0601928086387459	0.031243555391896	0.0036231742118206	0.0009761597535264	-0.0112760823177637	0.061991088704275	0.0038428950787412	0.0001271500324369	0.1466371539184763	-0.020625657683091	0.00042541775486	0.0215024549093109	0.0028308203871321	-0.0006389738259933	8.013544064202733e-06	4.082875503046434e-07	0.0008929233391048	-0.0003043651142047	9.263812274484013e-08	7.973120895180657e-07	-0.0018222682247493	0.000319817864817	3.320661482930965e-06	1.0228346665610498e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.3062262158886	1.0393568760812286	1.0802627158573304	438649.5372843318	739.4240557779402	3.1969106789404123	546747.9342630984	10.220237889123249	685.8490344973945	0.6592777552230018	470388.8981210083	0.4346471585318803	691.0964172648937	530.7453501864178	0.7553889999999999	18.264309	0.1719021115436275	0.085471264116578	-0.0554145839	-0.0001515245	0.0043337653	0.0239330948	0.128252058	-0.12182285	0.0055860238	0.0027316689	-0.0249444123	0.0133416358	-0.0950550364	0.0965033398	0.0637197469	-0.0699660003	0.1503630575	0.1538145513	0.0106130534	-0.0117817001	-0.0153725344	0.0154776102	-0.023711168	-0.002734907	0.0037542823	-0.012154736	0.149506496	-0.1316562108	0.1009806708	0.0075325012	0.172140807	-0.0827513417	0.0575302956	0.0115008072	-0.0175727087	0.0547092012	-0.0100181091	0.0050926663	0.0208776831	0.0361635008	0.0349636976	-0.1157797635	0.0121991843	-0.0119439809	0.0046565387	-0.0413116697	-0.0328835011	0.0393809284	0.0788681801	0.0806497999	0.0029200762	0.0262725892	0.0716800898	-0.0943093348	-0.109295044	0.0153124913	-0.0570947441	0.0849357194	0.0660703849	-0.0025034977	0.0761060658	0.0996270376	0.0985109326	0.0966600102	-0.0682944675446464	-0.0081016589059004	0.0046641342972067	6.563687702755685e-05	-0.0724102711017309	-0.0611341887839672	0.0037373890382737	0.0052432473610261	0.1701763912372911	0.0235392373188148	0.0005540956935514	0.0289600041345475	0.0025372321761263	-0.0002935882110058	6.4375471155706e-06	8.61940376415862e-08	0.0001879475439872	-0.0007049757951176	4.969908717016925e-07	3.532427929082048e-08	-0.0024062447493248	-0.0005839765245755	5.790013793653171e-06	3.410285812552798e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.1250761491532	0.8188499332645733	0.6705152132073962	439734.8666178202	743.2739478501697	3.8498920722295225	552456.1615527768	14.821668967815729	685.3530250993521	-0.4960093980424744	469708.76901283313	0.2460253229464578	691.2804835374567	540.5029150683705	0.7607439999999999	18.393778	0.1567754940679702	0.0890598714014683	-0.0357288889	0.0094318594	0.013643587	-0.000685234	0.010474314	-0.1181734986	-0.0006683647	-0.0240154354	0.0331508478	-0.0019530363	-0.0204008394	0.0825066024	0.061573791	-0.0252968629	0.0978866638	0.0250805417	-0.0607043943	0.0656459506	0.0826767422	-0.0619554948	-0.0579708876	-0.0037964315	-0.0141618529	-0.0318805572	0.0741399904	-0.062604007	0.0870048291	0.0747864571	0.1284470627	-0.0429389531	0.0657935418	-0.0208930391	-0.003972711	0.0265979358	0.0499235823	0.0100088373	0.0208091489	0.0249529211	0.0408522277	-0.0874759711	0.0036590619	-0.010794531	0.0051535533	-0.0571566964	-0.024556182	0.0389285626	0.0273685336	0.0731330979	-0.0512310098	0.0333205056	0.1272607974	-0.0342907322	-0.0854026903	-0.0022189614	-0.0119960005	0.0561495357	0.0634668482	0.0232077593	0.0606565697	0.0994792142	0.0979222811	0.0953454172	-0.0727184163247756	-0.0044239487801292	0.0052879680727833	1.957132280920671e-05	-0.0059534071480413	0.0664568639536896	0.0044165147665592	3.544305667034924e-05	0.1668422407228647	-0.0033341505144264	1.111655965285e-05	0.0278363332894263	0.0014107558493014	-0.0011264763268249	1.990232066338114e-06	1.2689489148969194e-06	0.0002601228297143	7.217528572709997e-05	5.209271869788521e-09	6.76638865385747e-08	-0.0019536857454823	0.0004525590038425	3.816887992100731e-06	2.0480965195891602e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.9136844492516	-1.2113916999015828	1.4674698505904464	438129.7256611834	744.1749518989717	0.9010040488019512	553796.3590338369	0.811808295957509	685.3824216006847	0.0293965013325987	469749.0638392186	0.0008641542905974	691.0073684716187	539.173055201042	0.761506	18.412209	0.1401851918911062	0.0829593524831578	-0.0447377627	0.0061765376	0.0021392853	-0.0062173833	0.0143410968	-0.2116856409	0.0002080645	0.0097328525	0.0797105186	0.0206980633	0.0121696964	0.1384226771	0.1063807212	-0.0725449472	0.0667407515	0.0563972333	-0.0771353333	-0.0321611722	-0.0616505553	0.0134748928	-0.0649552979	-0.0072227025	0.0180274919	-0.0869097918	0.0433039183	-0.0134135417	0.153906168	0.0927805082	0.100804365	-0.0929845361	0.1233222743	0.0940726649	-0.0076319486	-0.0162277038	0.0146199313	-0.0016572815	0.0232815991	0.0287839685	0.024779721	-0.1101245773	-0.0021066621	-0.0101618503	0.0140510934	-0.0431722848	-0.0101652834	0.0246376147	0.0169689762	0.0851608671	-0.0160509645	0.0337595979	0.1529145881	0.0528498786	-0.065930437	0.0463629264	-0.0395363696	0.0338902866	0.0768939101	0.0702610885	0.0350240236	0.0993068457	0.097236992	0.0938191336	-0.0756647762824656	-0.0029463599576899	0.0057251583698755	8.681037000278974e-06	-0.0537657357989331	-0.0478123286508918	0.0022860187710208	0.0028907543460006	0.1456308974855602	-0.0212113432373044	0.0004499210819307	0.0212083583024497	0.0025881965270596	0.0011774406777582	6.698761262683375e-06	1.3863665496396895e-06	0.0001883232766959	-7.179955301839998e-05	5.155175813642029e-09	3.5465656545480514e-08	-0.0020687487156101	-0.0001150629701277	4.279721248338438e-06	1.3239487094630925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.9185922445778	0.0049077953261758	2.408645496363304e-05	438136.2227590436	740.5226091218475	-3.652342777124204	548373.7346206285	13.339607761611344	685.627727442304	0.2453058416193698	470085.3806376984	0.0601749559325873	691.5821009262489	546.2411067485809	0.8010469999999998	19.368252	0.1308100980865354	0.065979292877848	-0.0258632572	-0.0426336813	-0.003633825	-0.0163372682	0.0747702501	-0.0900169859	0.0037016254	-0.0113869535	0.0649545451	0.025013542	-0.0167907872	0.1402117229	0.0525921614	-0.1047140699	0.0354724359	-0.0060639612	-0.0837055106	-0.0697111488	-0.0205979644	-0.0622314476	0.0141349952	-0.0002880827	-0.011350439	-0.0707577219	0.0472839239	-0.0261547253	0.1429823252	0.0935298286	0.0490370179	-0.0532651597	0.0038337198	-0.0481627956	-0.0807264602	-0.0842856408	0.0016088602	0.0141796622	0.0176846938	0.0244224003	0.0368229615	-0.0976365007	-0.0165447121	0.0043104579	0.0006821925	-0.055302381	-0.0264065387	0.0098426746	0.0062171488	0.0488677368	-0.0326833718	0.0623500454	0.0973185687	0.1010770135	0.0139556351	-0.0670053816	-0.026445687	0.0443985239	0.0603665774	0.1454811284	0.1075620919	0.0991099747	0.0964557418	0.092084548	-0.0667949763224697	0.0088697999599959	0.0044615688619192	7.867335133034327e-05	-0.0103768504329053	0.0433888853660278	0.0018825953733063	0.0001076790249068	0.1607191423253127	0.0150882448397524	0.0002276551323443	0.0258306427097841	0.0018570318642834	-0.0007311646627762	3.44856734496388e-06	5.346017640926345e-07	3.5937235931315925e-05	-0.0001523860407645	2.322150541990548e-08	1.2914849263830643e-09	-0.0016830360607357	0.0003857126548743	2.832610381736743e-06	1.4877425213025788e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.9475059981668	-0.971086246411005	0.9430084979686152	436851.6056851967	739.0076586320096	-1.5149504898379291	546132.3195167648	2.2950749866601816	684.9712816809244	-0.6564457613795867	469185.6567276084	0.4309210376332252	690.8653433765525	546.431351318592	0.7997689999999998	19.337343	0.0684551439831829	0.034370198394908	-0.0284537613	-0.0213690601	-0.0146722571	0.0074700333	0.0567633452	-0.0955249877	-0.0051739828	0.0070798106	0.0559521659	-0.0011726261	-0.0141658524	0.1144447157	0.0454163593	-0.0774212811	0.0575188047	0.035586895	0.0737566402	0.0670724345	-0.0207015302	-0.018742837	-0.0231609685	-0.0093392397	0.0111194145	-0.0693803877	0.0621484716	-0.0291422919	0.0733988609	0.0238769144	0.0305310379	-0.0626105535	-0.001707803	-0.0442976725	-0.005241728	0.04237262	0.0127375543	0.0111415256	0.0167574065	0.0347857214	0.0311233436	-0.0811745574	0.0062880792	-0.0036680277	-0.0095372407	-0.0321900032	-0.011656898	-0.0109000413	0.0357712866	0.0650824648	-0.0051251305	0.0212051601	0.0233687134	-0.0394470365	-0.0199511081	-0.0825381815	-0.0575414815	0.1157779113	-0.0406488897	0.1555674433	0.0404738009	0.0988886499	0.0955793015	0.0901455117	-0.0758656593679916	-0.0090706830455219	0.0057555982713401	8.227729091231848e-05	-0.0334786103128124	-0.023101759879907	0.0005336913095488	0.0011208173484771	0.1768475653083925	0.0161284229830797	0.0002601260279211	0.0312750613555061	0.0016751696935222	-0.0001818621707611	2.8061935020952614e-06	3.3073849153975856e-08	0.0001910349952554	0.000155097759324	2.4055314947351516e-08	3.6494369412230704e-08	-0.0017491616921439	-6.612563140820002e-05	3.059566625263712e-06	4.372599129133129e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
